Datetime,ID
24/08/2016,127.4
23/08/2016,126.75
22/08/2016,126.95
21/08/2016,126.95
20/08/2016,126.95
19/08/2016,127.5
18/08/2016,128.75
17/08/2016,129.25
16/08/2016,129
15/08/2016,129
14/08/2016,129
13/08/2016,129
12/08/2016,129
11/08/2016,129.65
10/08/2016,129.05
09/08/2016,129
08/08/2016,129.7
07/08/2016,129.7
06/08/2016,129.7
05/08/2016,129.5
04/08/2016,128.6
03/08/2016,128.5
02/08/2016,127.65
01/08/2016,127.2
31/07/2016,127.2
30/07/2016,127.2
29/07/2016,127.25
28/07/2016,127.1
27/07/2016,127.2
26/07/2016,127
25/07/2016,127
24/07/2016,127
23/07/2016,127
22/07/2016,126
21/07/2016,126
20/07/2016,125.65
19/07/2016,126
18/07/2016,125.75
17/07/2016,125.75
16/07/2016,125.75
15/07/2016,125.75
